Type,Region,Make,Gear_Type,Origin,Options,Engine_Size,Mileage,Price,Car_Age,IsVintage,IsBigEngine,log_Mileage
Accord,Riyadh,Honda,Automatic,Saudi,Full,2.4,139806,71500,5,False,False,11.848018179059068
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2.4,68000,66000,6,False,False,11.127277689932466
Camry,Al-Baha,Toyota,Manual,Saudi,Standard,2.4,388000,17000,14,False,False,12.868763195921677
Cadenza,Riyadh,Kia,Automatic,Gulf Arabic,Full,3.3,69000,95000,4,False,False,11.141876276228
Camaro,Riyadh,Chevrolet,Automatic,Other,Full,2.0,81633,120000,5,False,False,11.310001120837414
Suburban,Riyadh,GMC,Automatic,Other,Standard,1.1,212,14000,18,False,False,5.3612921657094255
Genesis,Riyadh,Hyundai,Automatic,Saudi,Full,5.0,106000,90000,5,False,False,11.571203807011969
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,43000,30000,4,False,False,10.668978650219241
Taurus,Khobar,Ford,Automatic,Saudi,Semi Full,3.5,281000,29500,11,False,False,12.546113507028412
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2.5,185000,42000,9,False,False,12.128116509451258
Land Cruiser 70,Hail,Toyota,Manual,Saudi,Semi Full,4.0,352500,58000,11,False,False,12.77280873810987
Fusion,Al-Ahsa,Ford,Automatic,Saudi,Standard,2.5,80000,50000,6,False,False,11.289794413577894
K5,Aseer,Kia,Automatic,Saudi,Standard,2.5,30000,1414,1,False,False,10.308985993422082
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,4.0,325000,15000,16,False,False,12.691583538230217
Grand Cherokee,Khobar,Jeep,Automatic,Saudi,Full,3.6,52000,162000,2,False,False,10.859018228147887
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,4.0,179858,121500,4,False,False,12.099928489573143
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,3.6,353000,39500,9,False,False,12.77422616877261
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2.5,90000,55000,4,False,False,11.407576060361786
Camry,Dammam,Toyota,Automatic,Saudi,Full,3.5,26000,126000,2,False,False,10.165890277802454
Cerato,Qassim,Kia,Automatic,Saudi,Semi Full,1.6,12100,30000,6,False,False,9.401043372798053
Charger,Jeddah,Dodge,Automatic,Saudi,Full,5.7,64000,145000,5,False,False,11.06665398721974
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,5.4,16682,76500,8,False,False,9.722145515855674
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2.4,129413,57500,3,False,False,11.77077184685043
Traverse,Jubail,Chevrolet,Automatic,Gulf Arabic,Full,3.6,176000,40000,10,False,False,12.07824495582233
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,4.0,203843,90000,7,False,False,12.225110274407312
FJ,Qassim,Toyota,Automatic,Gulf Arabic,Full,4.0,114000,115000,5,False,False,11.643962499267984
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,5.6,442000,85000,9,False,False,12.999067423500716
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.0,47000,1221,2,False,False,10.757924157061597
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,5.3,58000,170000,4,False,False,10.968215530759236
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,5.3,110000,144000,6,False,False,11.608244735642321
Impala,Qassim,Chevrolet,Automatic,Gulf Arabic,Standard,3.5,53000,80000,3,False,False,10.87806606028079
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,3.6,157136,84500,6,False,False,11.964873315291367
CX3,Al-Medina,Mazda,Automatic,Saudi,Semi Full,2.9,78000,54000,4,False,False,11.264476926102367
Cerato,Arar,Kia,Automatic,Saudi,Standard,1.6,120000,25000,7,False,False,11.695255355062795
Furniture,Aseer,Toyota,Automatic,Saudi,Semi Full,4.1,285000,55000,9,False,False,12.560247968016562
C,Aseer,Mercedes,Automatic,Other,Full,2.0,91000,138000,4,False,False,11.418625774449598
SEL,Dammam,Mercedes,Automatic,Other,Full,4.0,89000,75000,32,True,False,11.39640288460621
Civic,Jeddah,Honda,Automatic,Saudi,Full,2.0,68800,55000,6,False,False,11.138973558699526
Echo Sport,Riyadh,Ford,Automatic,Saudi,Standard,1.4,101600,28000,7,False,False,11.528808656597766
Challenger,Dammam,Dodge,Automatic,Other,Full,3.6,160000,89000,6,False,False,11.982935344196433
Hilux,Abha,Toyota,Manual,Saudi,Full,2.7,157000,60000,7,False,False,11.964007453736912
S,Riyadh,Mercedes,Automatic,Other,Full,3.0,300000,188000,7,False,False,12.611541086966115
CL,Dammam,Mercedes,Automatic,Saudi,Full,4.0,60000,170000,11,False,False,11.002116507732017
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2.0,56000,50000,2,False,False,10.933124826700707
Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2.7,199800,25000,15,False,False,12.20507715018907
S,Dammam,Mercedes,Automatic,Saudi,Full,5.0,99000,255000,7,False,False,11.502885230075814
Yukon,Dammam,GMC,Automatic,Saudi,Standard,5.3,327000,45000,9,False,False,12.69771850797869
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,3.8,86213,41500,10,False,False,11.36458785645726
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2.7,27000,88000,4,False,False,10.203629181337648
Edge,Riyadh,Ford,Automatic,Saudi,Full,3.5,231000,35000,11,False,False,12.35017731849889
Wrangler,Jeddah,Jeep,Automatic,Saudi,Full,3.6,200,85000,7,False,False,5.303304908059076
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,3.2,125000,130000,7,False,False,11.736077016252437
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2.0,22000,45000,6,False,False,9.99884318585288
Taurus,Riyadh,Ford,Automatic,Other,Full,3.5,105,83000,6,False,False,4.663439094112067
C,Dammam,Mercedes,Automatic,Other,Full,2.0,96000,170000,5,False,False,11.472113887062386
Charger,Al-Medina,Dodge,Automatic,Other,Full,1.7,140,65000,6,False,False,4.948759890378168
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,3.8,216000,58000,6,False,False,12.283038316285214
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,3.5,161353,57500,6,False,False,11.991355988000214
Yaris,Abha,Toyota,Automatic,Saudi,Standard,1.3,300500,14000,11,False,False,12.613206360738884
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2.5,125000,66000,5,False,False,11.736077016252437
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2.0,190000,38000,7,False,False,12.154784614286667
Sierra,Qassim,GMC,Automatic,Saudi,Standard,5.3,17000,135000,2,False,False,9.741027444837728
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,1.4,50000,33000,5,False,False,10.819798284210286
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,88564,26800,3,False,False,11.391492024686697
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,4.6,101000,150000,9,False,False,11.522885696764481
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,4.6,281000,135000,9,False,False,12.546113507028412
Rio,Riyadh,Kia,Automatic,Saudi,Semi Full,2.0,85000,30000,4,False,False,11.350418300109132
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,74000,27000,4,False,False,11.211833885608513
Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Semi Full,4.0,70000,69000,8,False,False,11.156264806643742
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2.0,22999,53000,3,False,False,10.043249494911286
The 7,Jeddah,BMW,Automatic,Saudi,Full,6.0,182000,90000,8,False,False,12.111767460549332
Maxima,Riyadh,Nissan,Automatic,Saudi,Standard,3.5,158543,61500,5,False,False,11.97378743629868
Navara,Jeddah,Nissan,Automatic,Other,Full,2.5,19000,38000,7,False,False,9.852246888342531
LS,Khobar,Lexus,Automatic,Saudi,Full,4.6,103000,170000,7,False,False,11.542493975902508
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,1.4,65392,37000,3,False,False,11.088170498077638
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,100000,44000,5,False,False,11.51293546492023
Camry,Hafar Al-Batin,Toyota,Automatic,Saudi,Semi Full,2.5,53800,1700,2,False,False,10.893047333337728
Accord,Qassim,Honda,Automatic,Gulf Arabic,Semi Full,2.5,62847,82000,5,False,False,11.048474391714137
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,1.6,16479,56000,2,False,False,9.709902803463462
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2.5,126000,63000,5,False,False,11.744045122410057
Accent,Dammam,Hyundai,Automatic,Saudi,Full,1.6,10400,53000,2,False,False,9.249657234353133
Suburban,Taef,Chevrolet,Automatic,Other,Full,5.3,263,32000,14,False,False,5.575949103146316
Yukon,Qassim,GMC,Automatic,Saudi,Full,5.3,270,39000,10,False,False,5.602118820879701
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,1.6,173700,30000,5,False,False,12.065090709265014
Yukon,Jeddah,GMC,Automatic,Saudi,Full,2.7,300,55000,9,False,False,5.707110264748875
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.4,108000,19000,11,False,False,11.58989576532275
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,4.6,41000,190000,3,False,False,10.62135173563291
A6,Riyadh,Audi,Automatic,Saudi,Semi Full,3.0,75000,70000,9,False,False,11.225256725762893
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,3.5,180000,49000,8,False,False,12.100717685412471
Innova,Jubail,Toyota,Automatic,Saudi,Full,2.7,114000,49000,7,False,False,11.643962499267984
Taurus,Al-Namas,Ford,Automatic,Saudi,Semi Full,4.4,10000,25000,12,False,False,9.210440366976517
Dokker,Riyadh,Renault,Manual,Saudi,Standard,1.8,143000,20000,6,False,False,11.870606902224587
Taurus,Dammam,Ford,Automatic,Other,Semi Full,3.5,142311,75000,5,False,False,11.865777109405105
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,3.3,88000,83000,5,False,False,11.385103457032141
CX5,Riyadh,Mazda,Automatic,Saudi,Full,2.5,33000,102000,3,False,False,10.404293143019792
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,4.6,18000,285000,2,False,False,9.798182590890704
Camry,Qassim,Toyota,Automatic,Other,Standard,2.5,148254,59000,6,False,False,11.906689043104052
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,5.4,172000,76000,6,False,False,12.055255569732177
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2.5,350000,25000,13,False,False,12.765691290604371
CX9,Dammam,Mazda,Automatic,Gulf Arabic,Full,3.7,169300,65000,6,False,False,12.039433474778324
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,4.5,215000,79000,16,False,False,12.278397958261774
Datsun,Riyadh,Nissan,Manual,Other,Full,2.4,650000,12000,24,False,False,13.384729180332174
Accord,Abha,Honda,Automatic,Saudi,Standard,2.4,197000,20000,14,False,False,12.190964083849375
Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2.4,3400,58000,3,False,False,8.131824785007195
Rio,Riyadh,Kia,Automatic,Saudi,Standard,1.4,270000,25000,6,False,False,12.506180941677357
Suburban,Makkah,GMC,Automatic,Saudi,Standard,2.0,230000,29000,16,False,False,12.345838935721968
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,1.0,135000,73000,5,False,False,11.813037464800539
Mohave,Riyadh,Kia,Automatic,Saudi,Standard,3.8,256000,30000,8,False,False,12.45293662970407
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,5.3,262,30000,15,False,False,5.572154032177765
Traverse,Al-Medina,Chevrolet,Automatic,Other,Semi Full,3.6,325,18000,13,False,False,5.786897381366708
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2.4,125000,45000,6,False,False,11.736077016252437
Yaris,Jubail,Toyota,Manual,Saudi,Standard,1.5,134000,23000,6,False,False,11.80560254159177
Explorer,Khobar,Ford,Automatic,Other,Standard,4.0,360000,8000,19,False,False,12.793862088206213
The 5,Khobar,BMW,Automatic,Saudi,Standard,2.0,150000,57000,8,False,False,11.918397239722838
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,5.3,401000,52000,11,False,False,12.901719200051183
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,4.6,177900,220000,3,False,False,12.088982494773598
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,5.6,219175,113500,7,False,False,12.297630339010539
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2.0,139000,90000,8,False,False,11.842236406331555
Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,6.0,175000,310000,12,False,False,12.07254696717504
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2.7,304000,32000,11,False,False,12.624786269856633
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,57000,44000,4,False,False,10.950824090522445
Elantra,Al-Medina,Hyundai,Automatic,Other,Full,1.6,87000,42000,6,False,False,11.373674891823535
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.2,268041,75000,7,False,False,12.498898963632168
C,Dammam,Mercedes,Automatic,Saudi,Full,2.0,125000,119000,7,False,False,11.736077016252437
Durango,Riyadh,Dodge,Automatic,Saudi,Semi Full,5.7,253,29000,9,False,False,5.537334267018537
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,3.5,85000,141000,5,False,False,11.350418300109132
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2.0,47000,54000,4,False,False,10.757924157061597
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,1.6,76014,48000,3,False,False,11.238685968214936
Rush,Jeddah,Toyota,Automatic,Saudi,Standard,1.5,55000,52000,2,False,False,10.915106645867503
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,1.6,105272,38500,5,False,False,11.564312254986927
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2.0,48000,100000,8,False,False,10.778977123006351
Cherokee,Riyadh,Jeep,Automatic,Saudi,Standard,3.4,400,15000,12,False,False,5.993961427306569
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2.7,73000,72000,5,False,False,11.19822841866684
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.6,109000,33000,5,False,False,11.599112335481124
Copper,Qassim,MINI,Manual,Saudi,Full,2.0,900000,40000,24,False,False,13.710151153416941
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,5.7,190700,59000,8,False,False,12.158462035413251
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2.5,238000,48500,6,False,False,12.380030154325457
Azera,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,3.0,433000,30000,10,False,False,12.978495316450783
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,3.5,198000,69000,6,False,False,12.19602736016897
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2.7,180000,52000,8,False,False,12.100717685412471
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2.4,138020,58000,7,False,False,11.83516112647511
Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2.0,79000,36000,4,False,False,11.277215789596893
The 5,Riyadh,BMW,Automatic,Saudi,Semi Full,3.0,276000,65000,11,False,False,12.52815976788113
Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2.0,63000,62000,3,False,False,11.050905878263567
Prestige,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,3.8,85343,81000,7,False,False,11.35444542698174
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2.5,17000,1430,2,False,False,9.741027444837728
Taurus,Jazan,Ford,Automatic,Saudi,Full,3.5,269177,60000,8,False,False,12.503128149787596
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,4.6,83000,160000,7,False,False,11.326607934898927
E,Riyadh,Mercedes,Automatic,Other,Standard,2.0,110440,98000,6,False,False,11.612236720693426
G,Riyadh,Mercedes,Automatic,Saudi,Full,8.8,213000,240000,7,False,True,12.269052139516223
Seven,Riyadh,Changan,Automatic,Saudi,Standard,1.5,36833,28500,2,False,False,10.514176610655552
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2.4,127974,61500,3,False,False,11.759590211325785
LX,Riyadh,Lexus,Automatic,Saudi,Full,5.7,41142,381000,3,False,False,10.624809082278963
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2.7,203312,62500,5,False,False,12.22250194248105
IS,Dammam,Lexus,Automatic,Other,Full,3.0,90000,117000,5,False,False,11.407576060361786
Cerato,Jeddah,Kia,Automatic,Saudi,Full,1.6,293300,13500,12,False,False,12.58895466443808
Camry,Dammam,Toyota,Automatic,Other,Semi Full,2.5,346900,17000,21,False,False,12.756794715628809
Hiace,Riyadh,Toyota,Manual,Other,Standard,2.7,99999,69000,6,False,False,11.512925464970229
Avalon,Tabouk,Toyota,Automatic,Saudi,Semi Full,3.5,60000,115000,3,False,False,11.002116507732017
Expedition,Dammam,Ford,Automatic,Saudi,Full,3.6,44200,159000,4,False,False,10.69650269224425
Blazer,Jeddah,Chevrolet,Automatic,Saudi,Full,3.6,220000,18000,14,False,False,12.301387370778713
Fluence,Dammam,Renault,Automatic,Saudi,Semi Full,1.6,91000,20000,7,False,False,11.418625774449598
ES,Khobar,Lexus,Automatic,Other,Full,6.1,240000,24000,15,False,False,12.388398368982115
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2.5,116987,58000,6,False,False,11.669826644417272
Grand Cherokee,Dammam,Jeep,Automatic,Saudi,Full,5.7,102000,99000,5,False,False,11.532737896139919
Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,3.8,62000,82000,4,False,False,11.034905792929415
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,120496,40800,3,False,False,11.69938013533737
Edge,Riyadh,Ford,Automatic,Saudi,Standard,3.5,357,20000,13,False,False,5.8805329864007
Furniture,Riyadh,Toyota,Automatic,Other,Semi Full,2.4,170000,55000,9,False,False,12.04355959836804
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2.0,130000,53000,2,False,False,11.775297421715827
Hilux,Tabouk,Toyota,Manual,Saudi,Semi Full,2.7,290,55000,9,False,False,5.673323267171493
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,65325,71500,4,False,False,11.087145398346655
Vego,Jeddah,Ford,Automatic,Saudi,Standard,1.5,51419,27500,3,False,False,10.84778248081988
Fusion,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,1.2,99200,45000,6,False,False,11.504903373867316
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,1.5,117313,32500,4,False,False,11.672609379608334
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2.0,241000,35000,8,False,False,12.392556361841777
Suburban,Makkah,Chevrolet,Automatic,Saudi,Semi Full,4.0,289,36000,11,False,False,5.66988092298052
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2.0,145000,37000,5,False,False,11.884495917930655
S,Al-Namas,Mercedes,Automatic,Other,Full,3.0,200000,15000,27,False,False,12.206077645517674
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2.7,183000,60000,7,False,False,12.117246896289503
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2.7,11571,116500,2,False,False,9.356343666096025
Expedition,Riyadh,Ford,Automatic,Saudi,Full,4.0,116000,50000,8,False,False,11.661354090741
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,5.7,82000,220000,4,False,False,11.314486721293981
Sunny,Riyadh,Nissan,Manual,Saudi,Standard,1.5,275000,10000,14,False,False,12.524530013005734
E,Jeddah,Mercedes,Manual,Other,Semi Full,9.0,134000,155000,5,False,True,11.80560254159177
Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Full,4.5,311100,63000,16,False,False,12.647872897281076
Grand Cherokee,Riyadh,Jeep,Automatic,Gulf Arabic,Full,5.7,76300,85000,8,False,False,11.242441323346558
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2.4,263400,40000,5,False,False,12.481432864791325
Ciocca,Riyadh,Toyota,Automatic,Saudi,Standard,5.7,348000,79000,6,False,False,12.759960632315702
Hilux,Aseer,Toyota,Manual,Saudi,Full,2.4,34000,120000,2,False,False,10.434145214930487
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,4.0,192901,114500,6,False,False,12.169937566906428
Land Cruiser,Taef,Toyota,Automatic,Saudi,Standard,1.2,300000,30000,15,False,False,12.611541086966115
Other,Qassim,Other,Manual,Other,Standard,2.4,2500,220000,42,True,False,7.824445930877619
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,105509,26000,3,False,False,11.566561014136138
Grand Marquis,Al-Medina,Mercury,Automatic,Unknown,Full,4.6,179000,24000,15,False,False,12.095146671399466
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,41000,34000,4,False,False,10.62135173563291
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,1.6,50000,29000,6,False,False,10.819798284210286
C300,Riyadh,Chrysler,Automatic,Saudi,Full,5.7,390000,25000,14,False,False,12.873904582205107
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2.5,300000,35000,9,False,False,12.611541086966115
Camry,Qassim,Toyota,Manual,Saudi,Standard,1.4,300,13500,21,False,False,5.707110264748875
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,1.6,110448,30000,5,False,False,11.612309154936748
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,1.7,280000,17000,14,False,False,12.54254845357358
Marquis,Riyadh,Ford,Automatic,Saudi,Full,4.6,114000,48000,11,False,False,11.643962499267984
Q,Riyadh,INFINITI,Automatic,Gulf Arabic,Semi Full,2.0,5000,90000,3,False,False,8.517393171418904
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,1.6,107000,39000,5,False,False,11.580593459194764
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,3.5,158039,75000,5,False,False,11.970603444525327
3,Riyadh,Mazda,Automatic,Saudi,Semi Full,2.0,104800,39000,6,False,False,11.559818592808288
CX9,Riyadh,Mazda,Automatic,Saudi,Full,1.9,274000,66000,7,False,False,12.520887034998584
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,5.3,77000,80000,9,False,False,11.251573687764477
Elantra,Jeddah,Hyundai,Manual,Saudi,Standard,2.0,337000,10000,11,False,False,12.727841176689147
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,159626,27500,6,False,False,11.980595122622049
S,Dammam,Mercedes,Automatic,Other,Full,3.0,46000,210000,7,False,False,10.736418414365376
Accord,Dammam,Honda,Automatic,Gulf Arabic,Semi Full,2.4,129000,68000,6,False,False,11.767575435251748
F3,Al-Medina,BYD,Automatic,Saudi,Standard,1.5,60000,28000,2,False,False,11.002116507732017
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2.0,26000,84000,3,False,False,10.165890277802454
Accent,Dammam,Hyundai,Manual,Saudi,Standard,1.5,294602,5000,17,False,False,12.593383966258207
Kona,Jeddah,Hyundai,Automatic,Saudi,Standard,2.0,76000,56000,3,False,False,11.23850177707664
Flex,Khobar,Ford,Automatic,Saudi,Semi Full,3.5,282000,25000,10,False,False,12.549665896013254
Corolla,Yanbu,Toyota,Automatic,Saudi,Standard,1.6,39000,52000,3,False,False,10.571342565808699
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,4.6,38000,248000,3,False,False,10.545367754151743
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,3.8,50000,290000,4,False,False,10.819798284210286
Datsun,Riyadh,Nissan,Manual,Other,Semi Full,2.4,108500,27500,7,False,False,11.59451466851004
Explorer,Dammam,Ford,Automatic,Other,Full,3.6,151000,106000,6,False,False,11.92504173829169
Fusion,Riyadh,Ford,Automatic,Other,Full,2.0,55000,65000,5,False,False,10.915106645867503
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,3.3,240,35000,14,False,False,5.484796933490655
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,3.5,177000,70000,9,False,False,12.083910661257521
UX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2.0,10000,176000,2,False,False,9.210440366976517
